,id,trade_date,code,open,high,low,close,volume,turn,tradestatus,isST,totals,isHighOfYear,isHighOfHistory,isLowOfyear,isLowOfHistory,incOf250,incOf120,incOf50,rps120,rps250,rps50,fluOf250d,fluOf120d,fluOf80d,fluOf10d,fluOf5d,diffToHigh250,diffToHigh120,diffToHigh80,sps120,sps250,sps80,ma5,ma10,ma20,ma50,ma120,ma250,turn10ma,turn50ma,turnIncToYesterday,turnIncTo50Day,peTTM,curNumPeTTM1Y,curNumPeTTM3Y,curNumPeTTM5Y,curNumPeTTMALL,hk_holding_amount,hh_holding_ratio,diffTohigh250,diffTohigh120,diffTohigh80,turnIncToYesterDay
716,6052678,2014-04-24,600532,7.254,7.254,7.075,7.095,1321342,0.8,1,0,36.61,0,0,0,0,-31.798519657791026,-8.190993788819876,-1.2526096033402905,,,,41.483054596938324,19.754884116005332,17.99355158730158,8.686112545172948,4.803552206673845,50.514,14.066,13.517,,,,7.2379999999999995,7.3565999999999985,7.4357,7.260900000000001,7.3602666666666705,8.100748,1.1835000000000002,1.4621199999999996,,-45.28492873361966,17.233,5,52,,,,,59.28118393234673,16.152219873150106,13.657505285412267,17.994100294985248
717,6052679,2014-04-25,600532,7.075,7.115,6.975,6.985,1559359,0.944,1,0,36.043,0,0,0,0,-32.531633342992365,-8.092105263157887,-6.140822359580755,,,,41.483054596938324,19.754884116005332,17.99355158730158,9.976768198244715,6.149085037674929,52.885,15.863,15.304,,,,7.1526,7.2971,7.397550000000001,7.256900000000001,7.3540750000000035,8.087076,1.0958,1.4591799999999997,,-35.3061308406091,16.967,3,51,,,,,61.78954903364352,17.981388690050096,15.447387258410878,17.99999999999999
718,6052680,2014-04-28,600532,6.945,6.945,6.766,6.776,1676303,1.015,1,0,34.964,0,0,0,0,-35.23226916459568,-10.251655629139075,-9.071390230810524,,,,41.483054596938324,19.754884116005332,17.99355158730158,10.502645502645498,7.870370370370374,57.6,19.436,18.861,,,,7.072799999999999,7.217699999999999,7.354400000000003,7.243580000000001,7.347208333333337,8.072768,0.9637,1.4474799999999997,,-29.878133031199038,16.458,1,51,,,,,66.77981109799292,21.62042502951594,19.00826446280992,7.521186440677961
719,6052681,2014-04-29,600532,6.826,6.826,6.706,6.826,1487207,0.901,1,0,35.222,0,0,0,0,-34.816653934300994,-10.5256259011666,-7.040719052158523,,,,41.483054596938324,19.754884116005332,17.99355158730158,10.131332082551586,8.687363834422657,56.446,18.561,17.99,,,,6.9872,7.158099999999999,7.324100000000001,7.231060000000001,7.341175000000004,8.058224,0.8962999999999999,1.4392199999999997,,-37.39664540515,16.579,1,51,,,,,65.55815997656023,20.729563433929098,18.13653677116907,-11.231527093596048
720,6052682,2014-04-30,600532,6.826,6.906,6.776,6.896,1243775,0.753,1,0,35.583,0,0,0,0,-33.26882136636346,-9.96213604909257,-6.83599027289922,,,,41.483054596938324,19.754884116005332,17.99355158730158,10.131332082551586,7.554452715743028,54.858,17.358,16.792,,,,6.9156,7.107499999999999,7.295350000000001,7.222120000000002,7.335066666666671,8.04392,0.8648999999999999,1.4330399999999994,,-47.454362753307635,16.916,2,51,,,,,63.87761020881671,19.504060324825982,16.937354988399075,-16.426193118756938
721,6052683,2014-05-05,600532,6.915,6.935,6.826,6.935,1305882,0.791,1,0,35.785,0,0,0,0,-34.93761140819965,-8.869908015768734,-4.66043442397581,,,,41.483054596938324,19.754884116005332,17.99355158730158,9.768568353067813,5.7484188334504545,53.987,16.698,16.136,,,,6.8835999999999995,7.060799999999999,7.267049999999999,7.212780000000002,7.329033333333337,8.030324,0.8674999999999999,1.4244199999999996,,-44.46862582665223,17.014,4,52,,,,,62.95602018745495,18.83201153568854,16.27974044700794,5.0464807436919035
722,6052684,2014-05-06,600532,6.886,6.975,6.876,6.955,1519872,0.921,1,0,35.888,0,0,0,0,-34.262759924385634,-6.906705929594432,-2.399663205164191,,,,41.483054596938324,19.754884116005332,17.99355158730158,9.768568353067813,3.856630824372749,53.544,16.362,15.802,,,,6.877599999999999,7.015100000000001,7.2452,7.206400000000002,7.3235750000000035,8.015507999999999,0.8854,1.4182,,-35.05852489070652,17.062,5,52,,,,,62.48741912293314,18.49029475197699,15.945363048166787,16.43489254108723
723,6052685,2014-05-07,600532,6.906,6.915,6.786,6.796,1032796,0.626,1,0,35.067,0,0,0,0,-32.559293440508085,-6.955093099671412,-3.834724777133153,,,,41.483054596938324,19.754884116005332,17.99355158730158,8.687363834422657,3.856630824372749,57.137,19.085,18.511,,,,6.881600000000001,6.977200000000001,7.2129,7.1998000000000015,7.317950000000004,8.000371999999999,0.8407,1.40728,,-55.51702575180491,16.671,1,50,,,,,66.28899352560329,21.262507357268973,18.658034137728073,-32.03040173724213
724,6052686,2014-05-08,600532,6.806,6.886,6.736,6.806,954282,0.578,1,0,35.119,0,0,0,0,-33.37249143416544,-7.564851283444253,-0.35139092240117165,,,,41.483054596938324,19.754884116005332,17.99355158730158,8.687363834422657,3.426523297491038,56.906,18.91,18.337,,,,6.877599999999999,6.9323999999999995,7.17615,7.194580000000001,7.313800000000004,7.987287999999999,0.8007000000000002,1.4028800000000001,,-58.799041970802925,16.696,2,50,,,,,66.04466647076109,21.084337349397583,18.483690861004995,-7.667731629392978
725,6052687,2014-05-09,600532,6.796,6.955,6.786,6.866,1098465,0.665,1,0,35.429,0,0,0,0,-30.435663627152987,-7.863660762211492,-0.7660066483595886,,,,41.483054596938324,19.754884116005332,17.99355158730158,7.554452715743028,3.426523297491038,55.535,17.871,17.303,,,,6.871600000000001,6.893600000000001,7.144399999999999,7.1953000000000005,7.309658333333337,7.9738919999999975,0.7994000000000001,1.39182,,-52.22083315371241,16.842,3,51,,,,,64.59364986891933,20.02621613748908,17.448295951063216,15.051903114186866
726,6052688,2014-05-12,600532,6.906,7.424,6.906,7.264,4010881,2.429,1,0,37.482,0,0,0,0,-23.649358839604787,-0.5476451259583794,6.198830409356731,,,,41.483054596938324,19.754884116005332,17.99355158730158,9.671336206896552,9.267241379310352,47.013,11.412,10.876,,,,6.937400000000001,6.910499999999999,7.13355,7.2022,7.30809166666667,7.963467999999997,0.9623000000000002,1.4256600000000004,,70.37722879227861,17.82,10,54,,,,,55.57544052863436,13.449889867841403,11.013215859030833,265.26315789473676
727,6052689,2014-05-13,600532,7.175,7.254,7.075,7.105,2425963,1.469,1,0,36.662,0,0,0,0,-25.17114270668772,-4.39989235737352,2.2596430627518713,,,,41.483054596938324,19.754884116005332,17.99355158730158,9.671336206896552,9.267241379310352,50.303,13.906,13.357,,,,6.9674000000000005,6.922499999999999,7.1098,7.207500000000001,7.306433333333336,7.953831999999997,1.0148,1.4409200000000002,,1.948754962107534,17.429,8,52,,,,,59.05700211118929,15.98874032371568,13.497536945812803,-39.522437216961706
728,6052690,2014-05-14,600532,7.075,7.135,7.045,7.055,1152306,0.698,1,0,36.404,0,0,0,0,-27.357907742998357,-8.471717695900368,0.5415419695026273,,,,41.483054596938324,19.754884116005332,17.99355158730158,9.671336206896552,9.267241379310352,51.368,14.713,14.16,,,,7.0192000000000005,6.950399999999999,7.0840499999999995,7.209640000000002,7.303291666666669,7.944071999999997,0.9831,1.4397000000000002,,-51.51767729388068,17.307,8,52,,,,,60.18426647767542,16.810772501771794,14.301913536498942,-52.484683458134796
729,6052691,2014-05-15,600532,7.055,7.095,6.886,6.995,1876820,1.137,1,0,36.094,0,0,0,0,-29.62068618573297,-11.735015772870659,-2.644398051496166,,,,41.483054596938324,19.754884116005332,17.99355158730158,9.267241379310352,8.593750000000009,52.666,15.697,15.139,,,,7.0569999999999995,6.9673,7.0626999999999995,7.209200000000001,7.297350000000003,7.933203999999996,1.0067,1.44306,,-21.20909733483015,17.16,7,51,,,,,61.55825589706934,17.81272337383845,15.282344531808434,62.89398280802293
730,6052692,2014-05-16,600532,6.985,7.015,6.896,6.995,882821,0.535,1,0,36.094,0,0,0,0,-30.377227032945157,-12.178279974890142,-1.4233370913190526,,,,41.483054596938324,19.754884116005332,17.99355158730158,9.267241379310352,7.246767241379313,52.666,15.697,15.139,,,,7.082800000000001,6.977200000000001,7.042350000000001,7.205400000000001,7.289600000000003,7.921427999999997,0.9849,1.4259999999999997,,-62.482468443197746,17.16,7,51,,,,,61.55825589706934,17.81272337383845,15.282344531808434,-52.94635004397538
731,6052693,2014-05-19,600532,6.965,7.035,6.876,7.035,1092750,0.662,1,0,36.301,0,0,0,0,-29.916317991631804,-13.073026071913999,-0.5934718100890182,,,,41.483054596938324,19.754884116005332,17.99355158730158,9.267241379310352,5.21091811414391,51.798,15.039,14.485,,,,7.037000000000001,6.9872,7.023999999999999,7.204180000000001,7.281850000000002,7.909379999999997,0.9720000000000001,1.4252799999999999,,-53.55298607992815,17.258,8,52,,,,,60.639658848614076,17.142857142857135,14.62686567164179,23.738317757009344
732,6052694,2014-05-20,600532,7.035,7.135,6.945,6.975,1125714,0.682,1,0,35.991,0,0,0,0,-29.187817258883246,-10.657102600230571,-1.9814502529510964,,,,41.483054596938324,19.274902343749996,17.99355158730158,9.267241379310352,3.6299929922915126,53.104,15.742,15.47,,,,7.011,6.989199999999999,7.00215,7.202140000000002,7.272533333333337,7.897127999999997,0.9481000000000002,1.42854,,-52.25894969689333,17.111,7,51,,,,,62.0215053763441,17.448028673835132,15.612903225806457,3.021148036253779
733,6052695,2014-05-21,600532,7.025,7.035,6.915,7.025,741608,0.449,1,0,36.249,0,0,0,0,-31.228585413607433,-12.8844246031746,3.005865102639297,,,,41.483054596938324,19.274902343749996,17.99355158730158,9.267241379310352,3.6299929922915126,52.014,14.918,14.648,,,,7.005,7.012099999999999,6.99465,7.200320000000001,7.266016666666669,7.8858279999999965,0.9304000000000002,1.4238599999999997,,-68.46600087087212,17.234,8,51,,,,,60.86832740213522,16.61209964412811,14.790035587188607,-34.16422287390029
734,6052696,2014-05-22,600532,7.015,7.075,6.955,6.965,875035,0.53,1,0,35.939,0,0,0,0,-31.216669958522616,-11.228651542187103,1.9765739385065855,,,,41.483054596938324,19.274902343749996,17.3859126984127,8.593750000000009,3.6299929922915126,53.324,15.908,15.635,,,,6.9990000000000006,7.0280000000000005,6.980200000000001,7.20322,7.256858333333335,7.872827999999996,0.9255999999999999,1.4173199999999997,,-62.605480766517076,17.087,7,50,,,,,62.25412778176598,17.616654702081842,15.778894472361813,18.04008908685969
735,6052697,2014-05-23,600532,7.025,7.055,6.975,7.045,642595,0.389,1,0,36.352,0,0,0,0,-31.42884952306793,-9.760471371845785,1.6741232501082357,,,,41.483054596938324,19.274902343749996,16.840277777777775,7.38146551724138,3.6299929922915126,51.583,14.592,14.322,,,,7.009,7.0459000000000005,6.96975,7.20752,7.250183333333335,7.860503999999997,0.898,1.4151599999999995,,-72.51194211255263,17.282,10,52,,,,,60.41163946061037,16.28105039034777,14.464158977998581,-26.60377358490566
736,6052698,2014-05-26,600532,7.035,7.105,6.975,7.055,932177,0.565,1,0,36.404,0,0,0,0,-33.19761386232364,-10.31019577930333,-0.16980331116457414,,,,41.483054596938324,19.274902343749996,16.840277777777775,5.21091811414391,3.083391730903991,51.368,14.429,14.16,,,,7.013,7.025,6.96775,7.21004,7.243916666666666,7.847627999999996,0.7116000000000001,1.4114399999999998,,-59.96995975741088,17.307,10,52,,,,,60.18426647767542,16.11622962437988,14.301913536498942,45.24421593830332
737,6052699,2014-05-27,600532,7.055,7.065,6.985,7.005,420191,0.255,1,0,36.146,0,0,0,0,-31.884480746791137,-13.229282794500191,-0.17101325352715482,,,,38.35756897837434,19.274902343749996,16.840277777777775,3.6299929922915126,2.6741731175228765,52.448,15.246,14.975,,,,7.019,7.015000000000001,6.96875,7.2088,7.236741666666666,7.833403999999997,0.5902000000000001,1.4011999999999998,,-81.80131316014845,17.185,8,50,,,,,53.14775160599572,16.945039257673095,15.11777301927195,-54.86725663716814
738,6052700,2014-05-28,600532,7.005,7.085,6.995,7.055,687940,0.417,1,0,36.404,0,0,0,0,-32.05239333525955,-12.403774521976665,-1.9457956914524053,,,,38.35756897837434,18.388251264963586,16.840277777777775,3.6299929922915126,2.1111893033075346,51.368,14.16,14.16,,,,7.025,7.015000000000001,6.9826999999999995,7.20956,7.228258333333332,7.8204879999999966,0.5620999999999999,1.4003799999999997,,-70.22236821434181,17.307,11,52,,,,,52.062367115520914,14.85471296952516,14.301913536498942,63.52941176470587
739,6052701,2014-05-29,600532,7.035,7.055,6.945,6.955,681310,0.413,1,0,35.888,0,0,0,0,-33.45771144278607,-10.350605826243877,-3.066202090592331,,,,38.35756897837434,18.388251264963586,16.840277777777775,3.6299929922915126,2.251935256861367,53.544,15.802,15.802,,,,7.023000000000001,7.011000000000001,6.98915,7.204760000000001,7.219099999999999,7.8067759999999975,0.4897,1.3883599999999998,,-70.25267221758045,17.062,6,49,,,,,54.248741912293305,16.506110711718183,15.945363048166787,-0.9592326139088738
740,6052702,2014-05-30,600532,6.955,6.985,6.925,6.965,538746,0.326,1,0,35.939,0,0,0,0,-33.29821873204367,-10.221706625418925,-3.061934585942933,,,,38.35756897837434,18.388251264963586,16.840277777777775,3.6299929922915126,2.533427163969044,53.324,15.635,15.635,,,,7.007,7.008,6.992600000000001,7.20056,7.212491666666667,7.792827999999996,0.4688,1.3789999999999998,,-76.35968092820885,17.087,7,49,,,,,54.02727925340991,16.33883704235463,15.778894472361813,-21.06537530266343
741,6052703,2014-06-03,600532,6.975,7.095,6.945,7.075,1196484,0.725,1,0,36.507,0,0,0,0,-33.748478321940254,-10.284047679431904,1.827864133563612,,,,38.35756897837434,18.388251264963586,16.840277777777775,3.083391730903991,2.3960535588442555,50.94,13.837,13.837,,,,7.011,7.0120000000000005,6.999599999999999,7.19836,7.2068,7.779359999999996,0.47509999999999986,1.3806799999999995,,-47.48964278471476,17.356,12,52,,,,,51.63250883392225,14.530035335689039,13.978798586572436,122.3926380368098
742,6052704,2014-06-04,600532,7.025,7.085,6.955,6.995,558631,0.338,1,0,36.094,0,0,0,0,-31.722791605661293,-11.634663971702883,-2.5087108013937245,,,,37.67200754005655,18.388251264963586,16.840277777777775,2.6741731175228765,2.3960535588442555,48.149,15.139,15.139,,,,7.009,7.014,7.001600000000001,7.199299999999999,7.199375000000002,7.764623999999995,0.4407,1.3729799999999992,,-75.38201576133663,17.16,8,49,,,,,51.67977126518941,15.839885632594704,15.282344531808434,-53.37931034482758
743,6052705,2014-06-05,600532,6.995,7.045,6.965,7.035,532751,0.323,1,0,36.301,0,0,0,0,-32.04868154158215,-11.016949152542367,-3.418451400329485,,,,37.144758102841934,18.388251264963586,16.840277777777775,2.533427163969044,2.3960535588442555,47.306,14.485,14.485,,,,7.005000000000001,7.015000000000001,7.01355,7.1964999999999995,7.192033333333334,7.751783999999996,0.4281,1.360299999999999,,-76.25523781518781,17.258,10,50,,,,,49.552238805970156,15.181236673773983,14.62686567164179,-4.437869822485211
744,6052706,2014-06-06,600532,7.015,7.065,6.995,7.035,565208,0.342,1,0,36.301,0,0,0,0,-31.989559164733173,-12.106446776611687,-4.0638210827764905,,,,37.144758102841934,18.388251264963586,16.840277777777775,2.533427163969044,2.3960535588442555,47.306,14.485,14.485,,,,7.021000000000001,7.022,7.025,7.191520000000001,7.184775000000002,7.7385119999999965,0.4093,1.3452599999999992,,-74.57740511127959,17.258,10,50,,,,,49.552238805970156,15.181236673773983,14.62686567164179,5.8823529411764754
745,6052707,2014-06-09,600532,6.995,7.035,6.955,6.965,501648,0.304,1,0,35.939,0,0,0,0,-32.72481406355646,-12.334801762114541,-13.521231686118703,,,,37.144758102841934,18.084974606713736,16.840277777777775,2.533427163969044,2.114164904862572,48.787,15.635,15.635,,,,7.021000000000001,7.014,7.029950000000001,7.18416,7.176116666666669,7.7249959999999955,0.4008,1.3343199999999993,,-77.21685952395227,17.087,7,49,,,,,51.055276381909565,15.908111988514007,15.778894472361813,-11.11111111111112
746,6052708,2014-06-10,600532,6.975,7.025,6.925,6.995,609489,0.369,1,0,36.094,0,0,0,0,-32.500241242883334,-10.51554304720481,-9.718637067630358,,,,37.144758102841934,17.99355158730158,16.840277777777775,2.3960535588442555,2.258292166549049,48.149,15.139,15.139,,,,7.005,7.008,7.016500000000001,7.16298,7.168200000000001,7.711563999999995,0.38120000000000004,1.11654,,-66.9514750926971,17.16,8,49,,,,,50.40743388134382,15.282344531808434,15.282344531808434,21.381578947368425
747,6052709,2014-06-11,600532,6.955,7.005,6.896,6.935,947511,0.574,1,0,35.785,0,0,0,0,-31.647940074906376,-11.723523421588599,-9.21586595104072,,,,35.945370011623396,17.99355158730158,16.840277777777775,2.8047921071176862,2.392073602264692,46.301,16.136,16.136,,,,6.993,7.0009999999999994,7.008000000000001,7.14672,7.16085,7.697851999999995,0.4130999999999999,1.0194400000000001,,-43.69457741505141,17.014,5,48,,,,,48.868060562364825,16.27974044700794,16.27974044700794,55.55555555555555
748,6052710,2014-06-12,600532,6.935,7.005,6.876,6.985,1189319,0.72,1,0,36.043,0,0,0,0,-31.087213891081284,-10.529012424747023,-6.014531754574812,,,,35.945370011623396,17.99355158730158,16.840277777777775,3.0866807610993576,2.6751592356687905,45.111,15.304,15.304,,,,6.983,6.9940000000000015,7.004500000000002,7.1336400000000015,7.153591666666667,7.685207999999995,0.4433999999999999,0.9740000000000001,,-26.078028747433272,17.136,8,49,,,,,47.80243378668575,15.447387258410878,15.447387258410878,25.435540069686418
749,6052711,2014-06-13,600532,6.935,7.025,6.935,6.995,1374465,0.832,1,0,36.094,0,0,0,0,-29.2004048582996,-7.960526315789468,-6.371302369160754,,,,35.077557431769094,17.99355158730158,16.840277777777775,3.0866807610993576,2.26012793176972,41.244,15.139,15.139,,,,6.975,6.998,7.004500000000002,7.124900000000001,7.1468250000000015,7.672643999999995,0.4852999999999999,0.93974,,-11.464873262817381,17.16,8,49,67,,,,45.61829878484632,15.282344531808434,15.282344531808434,15.555555555555555
750,6052712,2014-06-16,600532,6.995,7.055,6.975,7.025,906500,0.549,1,0,36.249,0,0,0,0,-27.149227418853055,-6.842593820448216,-6.345820557259032,,,,34.5052986035456,17.99355158730158,16.840277777777775,3.0866807610993576,2.537207654145987,40.498,14.648,14.648,,,,6.987,7.0040000000000004,7.006,7.11598,7.142033333333334,7.6612239999999945,0.5075999999999999,0.9188800000000001,,-40.253351906668996,17.234,10,50,68,,,,43.72953736654803,14.790035587188607,14.790035587188607,-34.014423076923066
751,6052713,2014-06-17,600532,7.015,7.025,6.935,6.955,720001,0.436,1,0,35.888,0,0,0,0,-28.747054605060953,-8.245382585751978,-5.91179653679654,,,,34.5052986035456,17.99355158730158,16.840277777777775,2.949894142554688,2.537207654145987,41.912,15.802,15.802,,,,6.978999999999999,6.992,7.002000000000001,7.10506,7.13715,7.650471999999994,0.4787,0.882,,-50.56689342403629,17.062,6,48,66,,,,45.17613227893601,15.945363048166787,15.945363048166787,-20.582877959927146
752,6052714,2014-06-18,600532,6.935,6.975,6.856,6.906,1371448,0.831,1,0,35.635,0,0,0,0,-30.030395136778115,-8.054852882439095,-7.202364955657088,,,,34.5052986035456,17.99355158730158,16.840277777777775,2.9582448690729017,2.8206945428773897,42.919,16.623,16.623,,,,6.9732,6.9831,6.998550000000002,7.09534,7.1315333333333335,7.639051999999994,0.5279999999999999,0.86314,,-3.7236137822369555,16.94,4,47,66,,,,46.20619750941211,16.768027801911387,16.768027801911387,90.59633027522935
753,6052715,2014-06-19,600532,7.015,7.015,6.746,6.846,1451673,0.879,1,0,35.325,0,0,0,0,-26.284052977280076,-7.021594458780394,-9.216284312425412,,,,33.32997277951406,17.99355158730158,16.840277777777775,4.51521585279547,4.37987243090006,35.656,17.645,17.645,,,,6.945400000000001,6.9642,6.989600000000001,7.08342,7.125991666666667,7.626955999999995,0.5836,0.85276,,3.0770674046625124,16.794,3,46,65,,,,44.8875255623722,17.791411042944784,17.791411042944784,5.776173285198561
754,6052716,2014-06-20,600532,6.846,6.876,6.756,6.816,832951,0.505,1,0,35.171,0,0,0,0,-22.83482395562097,-6.923392052437532,-9.132115717904284,,,,29.98411858125992,17.99355158730158,16.840277777777775,4.37987243090006,4.37987243090006,35.974,18.163,18.163,,,,6.9096,6.9423,6.982150000000002,7.06892,7.121433333333333,7.617071999999996,0.5999,0.8227600000000002,,-38.62122611697215,16.72,2,46,65,,,,38.57100938967137,18.30985915492958,18.30985915492958,-42.54835039817975
755,6052717,2014-06-23,600532,6.836,7.125,6.836,6.995,2180306,1.321,1,0,36.094,0,0,0,0,-21.430978321913965,-4.9979627869075145,-6.496457692821813,,,,29.98411858125992,17.99355158730158,16.840277777777775,5.319298245614029,5.319298245614029,32.495,15.139,15.139,,,,6.9036,6.9453000000000005,6.979650000000001,7.0588,7.1187,7.609719999999996,0.7015999999999999,0.8177600000000002,,61.538837800821724,17.16,10,49,67,,,,35.025017869907074,15.282344531808434,15.282344531808434,161.58415841584159
756,6052718,2014-06-24,600532,6.995,6.995,6.906,6.985,1344925,0.815,1,0,36.043,0,0,0,0,-20.92154420921544,-5.390762562643907,-7.849604221635881,,,,29.98411858125992,17.99355158730158,16.840277777777775,5.319298245614029,5.319298245614029,32.684,15.304,15.304,,,,6.9096,6.9443,6.976150000000001,7.0488800000000005,7.115549999999999,7.6020479999999955,0.7462,0.7969600000000001,,2.2636016864083306,17.136,10,49,67,,,,35.21832498210451,15.447387258410878,15.447387258410878,-38.30431491294474
757,6052719,2014-06-25,600532,6.985,6.985,6.906,6.915,594550,0.36,1,0,35.681,0,0,0,0,-21.45615629259428,-4.02498265093685,-8.652575957727876,,,,29.98411858125992,17.99355158730158,16.840277777777775,5.319298245614029,5.319298245614029,34.027,16.471,16.471,,,,6.9114,6.9423,6.971650000000001,7.0355799999999995,7.111649999999998,7.594375999999996,0.7248,0.76774,,-53.1091254851903,16.965,6,47,66,,,,36.58712942877802,16.616052060737527,16.616052060737527,-55.828220858895705
758,6052720,2014-06-26,600532,6.915,7.075,6.915,6.995,1695781,1.027,1,0,36.094,0,0,0,0,-19.001852709587762,-4.6093004227464895,-5.753166262462943,,,,29.98411858125992,17.99355158730158,16.840277777777775,5.319298245614029,5.178947368421049,32.495,15.139,15.139,,,,6.941199999999999,6.943300000000001,6.968650000000002,7.0240800000000005,7.109899999999999,7.587139999999994,0.7555,0.7415600000000001,,38.49182803818973,17.16,11,49,67,,,,35.025017869907074,15.282344531808434,15.282344531808434,185.27777777777777
759,6052721,2014-06-27,600532,6.955,7.115,6.925,7.105,3567794,2.161,1,0,36.662,0,0,0,0,-15.907207953603969,-3.6348840363488373,-4.012429073223449,,,,29.98411858125992,17.99355158730158,16.840277777777775,5.319298245614029,4.056140350877189,30.443,13.357,13.357,,,,6.9990000000000006,6.954299999999999,6.976150000000001,7.01774,7.107999999999999,7.581015999999994,0.8884000000000001,0.7532800000000001,,186.87871707731517,17.429,16,51,68,,,,32.93455313159746,13.497536945812803,13.497536945812803,110.41869522882183
760,6052722,2014-06-30,600532,7.115,7.424,7.085,7.264,6279029,3.803,1,0,37.482,0,0,0,0,-14.811774363785613,-2.5228126677402,-1.8643609835179666,,,,29.98411858125992,17.99355158730158,16.840277777777775,9.132543103448274,6.977370689655181,27.588,10.876,10.876,,,,7.0528,6.978199999999999,6.991100000000001,7.01498,7.107091666666665,7.576275999999995,1.2137999999999998,0.8079999999999999,,370.66831683168317,17.82,18,53,69,,,,30.02477973568282,11.013215859030833,11.013215859030833,75.98334104581211
761,6052723,2014-07-01,600532,7.234,7.384,7.145,7.165,4174823,2.529,1,0,36.971,0,0,0,0,-7.7626158599382045,-4.859912362236087,-3.3324338909875864,,,,29.98411858125992,17.99355158730158,16.840277777777775,9.132543103448274,6.977370689655181,29.351,12.408,12.408,,,,7.088800000000001,6.9992,6.995600000000001,7.010240000000001,7.104699999999998,7.570827999999994,1.4230999999999998,0.84328,,199.9003889574044,17.576,16,51,68,,,,31.82135380321005,12.547103977669224,12.547103977669224,-33.4998685248488
762,6052724,2014-07-02,600532,7.165,7.214,7.105,7.185,1605533,0.972,1,0,37.075,0,0,0,0,-3.582930756843805,-4.720859302479787,0.1393728222996486,,,,29.98411858125992,17.99355158730158,16.840277777777775,9.132543103448274,6.856142241379315,28.991,12.095,12.095,,,,7.142799999999999,7.0271,7.005100000000001,7.005700000000002,7.1018166666666644,7.568495999999993,1.4371999999999998,0.84788,,14.638863990187293,17.625,18,52,69,,,,31.45441892832291,12.233820459290195,12.233820459290195,-61.56583629893239
763,6052725,2014-07-03,600532,7.185,7.304,7.185,7.264,1700493,1.03,1,0,37.482,0,0,0,0,-2.770713425244276,0.5397923875432609,0.1378549765646633,,,,29.98411858125992,17.99355158730158,16.840277777777775,8.997844827586208,6.721443965517249,27.588,10.876,10.876,,,,7.196599999999999,7.068899999999999,7.0165500000000005,7.007480000000002,7.099508333333332,7.567743999999994,1.4523,0.8470200000000001,,21.602795683691046,17.82,19,53,69,,,,30.02477973568282,11.013215859030833,11.013215859030833,5.967078189300417
764,6052726,2014-07-04,600532,7.274,7.304,7.125,7.155,1720611,1.042,1,0,36.92,0,0,0,0,-1.1057360055286811,-0.2787456445992972,-1.364764267990065,,,,29.98411858125992,17.99355158730158,16.840277777777775,7.920258620689656,4.566271551724143,29.532,12.565,12.565,,,,7.2066,7.1028,7.022550000000001,7.005500000000001,7.098924999999998,7.566479999999993,1.5059999999999998,0.8483000000000003,,22.83390310031825,17.551,16,51,68,,,,32.005590496156536,12.704402515723267,12.704402515723267,1.1650485436893214
765,6052727,2014-07-07,600532,7.165,7.204,7.075,7.165,1433438,0.868,1,0,36.971,0,0,0,0,-0.6930006930006906,0.8302842668167769,0.9866102889358744,,,,29.98411858125992,17.99355158730158,16.840277777777775,6.977370689655181,4.18472372697725,29.351,12.408,12.408,,,,7.186800000000001,7.119800000000001,7.0325500000000005,7.003720000000003,7.098841666666664,7.566199999999993,1.4606999999999999,0.8521000000000004,,1.865978171576056,17.576,17,51,68,,,,31.82135380321005,12.547103977669224,12.547103977669224,-16.69865642994242
766,6052728,2014-07-08,600532,7.125,7.175,7.075,7.175,835589,0.506,1,0,37.023,0,0,0,0,-3.197517539125743,3.118712273641846,2.7201145311381456,,,,29.98411858125992,17.99355158730158,16.840277777777775,6.977370689655181,3.1352683461117206,29.171,12.251,12.251,,,,7.188799999999999,7.138800000000001,7.041550000000001,7.005320000000003,7.099416666666665,7.566039999999993,1.4297999999999997,0.8462200000000004,,-40.204674907234555,17.6,18,51,68,,,,31.637630662020914,12.390243902439028,12.390243902439028,-41.70506912442396
767,6052729,2014-07-09,600532,7.165,7.424,7.165,7.314,4757085,2.881,1,0,37.74,0,0,0,0,-1.9833824711873453,8.823091801815206,7.939787485242035,,,,29.98411858125992,17.99355158730158,16.840277777777775,6.856142241379315,4.700969827586209,26.716,10.118,10.118,,,,7.2146,7.178700000000001,7.0605,7.011900000000004,7.102383333333331,7.565647999999995,1.6819,0.8849600000000004,,225.55143735310054,17.942,21,53,69,,,,29.13590374624009,10.254306808859722,10.254306808859722,469.36758893280637
768,6052730,2014-07-10,600532,7.304,8.042,7.254,8.042,21684786,13.134,1,0,41.497,0,0,0,0,9.073647090736465,18.43888070692194,17.81423967184296,,,,29.98411858125992,17.99355158730158,16.840277777777775,13.889579706540662,12.024372046754534,15.245,0.149,0.149,,,,7.3702,7.2834,7.113350000000001,7.037220000000003,7.113391666666664,7.567967999999994,2.8926000000000003,1.12734,,1065.0433764436639,19.727,42,62,76,,,,17.44590897786621,0.2735637901019677,0.2735637901019677,355.88337382853183
