,id,totals,fluOf250d,fluOf120d,fluOf80d,fluOf10d,fluOf5d,incOf50,incOf120,incOf250,diffTohigh250,diffTohigh120,diffTohigh80,ma5,ma10,ma20,ma50,ma120,ma250,isHighOfHistory,isLowOfHistory,isHighOfYear,isLowOfyear
30,6050050,37.797000000000004,,,,5.011838989739545,3.8482023968042576,,,,,,,7.3436,7.406000000000001,7.58275,,,,0.0,0.0,0.0,0.0
31,6050051,38.39556,,,,4.50938905051574,2.956591855933339,,,,,,,7.3298000000000005,7.3899,7.542349999999999,,,,0.0,0.0,0.0,0.0
32,6050052,38.782560000000004,,,,4.50938905051574,3.9249600851516755,,,,,,,7.3576,7.413600000000001,7.513499999999999,,,,0.0,0.0,0.0,0.0
33,6050053,38.90124,,,,4.50938905051574,3.3691471017376253,,,,,,,7.421200000000001,7.425700000000001,7.479449999999998,,,,0.0,0.0,0.0,0.0
34,6050054,38.782560000000004,,,,4.50938905051574,2.8385727550072892,,,,,,,7.4674,7.4292,7.460399999999998,,,,0.0,0.0,0.0,0.0
35,6050055,38.571,,,,4.218066056506163,1.2999071494893204,,,,,,,7.497400000000001,7.4205,7.4422,,,,0.0,0.0,0.0,0.0
36,6050056,38.98896,,,,4.433562731604023,1.071995764955008,,,,,,,7.5203999999999995,7.425099999999999,7.431200000000001,,,,0.0,0.0,0.0,0.0
37,6050057,38.7516,,,,4.433562731604023,1.071995764955008,,,,,,,7.5192000000000005,7.4384,7.4263,,,,0.0,0.0,0.0,0.0
38,6050058,38.83932,,,,3.5865537321334027,1.071995764955008,,,,,,,7.516800000000001,7.468999999999999,7.44185,,,,0.0,0.0,0.0,0.0
39,6050059,38.184000000000005,,,,3.057173107464265,2.0645844362096306,,,,,,,7.493599999999999,7.480499999999999,7.4551,,,,0.0,0.0,0.0,0.0
40,6050060,36.84756,,,,5.492323980942298,5.492323980942298,,,,,,,7.4268,7.462100000000001,7.434050000000001,,,,0.0,0.0,0.0,0.0
41,6050061,36.728880000000004,,,,5.796717840127048,5.433771755015275,,,,,,,7.3392,7.429799999999998,7.4098500000000005,,,,0.0,0.0,0.0,0.0
42,6050062,35.50596,,,,8.933298041291685,8.582436561711173,,,,,,,7.2134,7.3663,7.389950000000001,,,,0.0,1.0,0.0,0.0
43,6050063,34.85064,,,,10.614081524616205,8.72972972972974,,,,,,,7.0588,7.2878,7.356750000000001,,,,0.0,1.0,0.0,0.0
44,6050064,34.34496,,,,11.91106405505559,6.791765859123376,,,,,,,6.909999999999999,7.2018,7.3155,,,,0.0,1.0,0.0,0.0
45,6050065,34.63908,,,,11.91106405505559,6.490587243607764,,,,,,,6.8244,7.1256,7.2730500000000005,,,,0.0,0.0,0.0,0.0
46,6050066,35.000280000000004,,,,11.571675302245255,3.2698735648888317,,,,,,,6.7574,7.048299999999999,7.236699999999999,,,,0.0,0.0,0.0,0.0
47,6050067,35.562720000000006,,,,11.571675302245255,3.4242600116076702,,,,,,,6.759600000000001,6.9864999999999995,7.21245,,,,0.0,0.0,0.0,0.0
48,6050068,36.87336,,,,10.054054054054063,6.856982927511898,,,,,,,6.837999999999999,6.9483999999999995,7.2086999999999986,,,,0.0,0.0,0.0,0.0
49,6050069,37.2036,,,,7.683772538141474,6.893203883495144,-1.4219305441618826,,,,,,6.9488,6.929399999999999,7.204949999999999,7.546640000000001,,,0.0,0.0,0.0,0.0
50,6050070,36.579240000000006,,,,7.683772538141474,5.9223300970873725,-2.5299051285576692,,,,,,7.024000000000001,6.924200000000001,7.19315,7.542140000000002,,,0.0,0.0,0.0,0.0
51,6050071,36.48636,,,,7.683772538141474,4.41054091539528,-6.5671247357293865,,,,,,7.0816,6.919500000000001,7.17465,7.538099999999999,,,0.0,0.0,0.0,0.0
52,6050072,38.60196,,,,11.027937441518516,5.480550728512233,-10.127342623738587,,,,,,7.1994,6.9795,7.1729,7.536359999999999,,,0.0,0.0,0.0,0.0
53,6050073,38.27688,,,,11.027937441518516,5.480550728512233,-14.331908996419914,,,,,,7.2538,7.0459000000000005,7.166849999999999,7.5182400000000005,,,0.0,0.0,0.0,0.0
54,6050074,40.18092,,,,13.792217798895592,9.194811865930399,-10.545663411832281,,,,,,7.369199999999999,7.159000000000001,7.180400000000001,7.500800000000001,,,0.0,0.0,0.0,0.0
55,6050075,39.58752,,,,12.89328367792474,9.194811865930399,-7.577400313215281,,,,,,7.485799999999999,7.254900000000001,7.190249999999999,7.4801400000000005,,,0.0,0.0,0.0,0.0
56,6050076,38.33364,,,,11.493514832412991,4.738667009117758,-10.56939930179367,,,,,,7.5573999999999995,7.319500000000001,7.183899999999999,7.462700000000001,,,0.0,0.0,0.0,0.0
57,6050077,38.45232,,,,9.194811865930399,4.738667009117758,-7.589285714285715,,,,,,7.551599999999999,7.3755,7.181,7.445600000000001,,,0.0,0.0,0.0,0.0
58,6050078,37.88988,,,,9.194811865930399,5.701810710157955,-11.166223082506654,,,,,,7.536599999999998,7.3952,7.171799999999999,7.43118,,,0.0,0.0,0.0,0.0
59,6050079,38.813520000000004,,,,9.194811865930399,4.2883211678832085,-7.387343018960843,,,,,,7.4836,7.426399999999999,7.177899999999999,7.416299999999999,,,0.0,0.0,0.0,0.0
60,6050080,39.200520000000004,,,,9.194811865930399,3.3434250361985054,-7.903988362225725,,,,,,7.4686,7.477199999999999,7.2007,7.405799999999999,,,0.0,0.0,0.0,0.0
61,6050081,39.46884,,,,5.701810710157955,4.00052294417571,-5.486222661559371,,,,,,7.512600000000001,7.534999999999999,7.227250000000001,7.393799999999998,,,0.0,0.0,0.0,0.0
62,6050082,39.25728,,,,5.701810710157955,4.00052294417571,-7.4452554744525665,,,,,,7.5438,7.547700000000001,7.263600000000001,7.384099999999998,,,0.0,0.0,0.0,0.0
63,6050083,38.1582,,,,5.701810710157955,3.3206955157536995,-6.356844371280242,,,,,,7.5542,7.545399999999999,7.29565,7.367599999999998,,,0.0,0.0,0.0,0.0
64,6050084,38.63292,,,,4.2883211678832085,3.3206955157536995,-4.490368669473151,,,,,,7.547199999999999,7.5154,7.3372,7.359399999999998,,,0.0,0.0,0.0,0.0
65,6050085,39.169560000000004,,,,4.00052294417571,3.3206955157536995,-2.3791152263374435,,,,,,7.546000000000001,7.507299999999999,7.381100000000001,7.3544399999999985,,,0.0,0.0,0.0,0.0
66,6050086,38.83932,,,,4.00052294417571,2.799684542586752,-1.0646687697160822,,,,,,7.521600000000001,7.517100000000001,7.4183,7.349459999999999,,,0.0,0.0,0.0,0.0
67,6050087,38.720639999999996,,,,4.00052294417571,2.582005005928081,3.991130820399104,,,,,,7.5008,7.522300000000001,7.448899999999999,7.3473799999999985,,,0.0,0.0,0.0,0.0
68,6050088,38.364599999999996,,,,3.3206955157536995,2.055065208799902,4.204625087596354,,,,,,7.508800000000001,7.531500000000001,7.463349999999998,7.35176,,,0.0,0.0,0.0,0.0
69,6050089,38.45232,,,,3.3206955157536995,2.055065208799902,-1.4546416291986288,,,,,,7.5018,7.524499999999999,7.4754499999999995,7.358099999999999,,,0.0,0.0,0.0,0.0
